Chr	Start	End	Symbol	FBgn	Strand
3R	29922216	29923455	Jon99Ciii	FBgn0003357	+
3R	29923754	29924615	Jon99Cii	FBgn0003356	-
3R	29925226	29926189	Jon99Ci	FBgn0003358	-
3R	29927255	29928766	CG15522	FBgn0039723	+
3R	29928701	29930386	alpha-Man-Ic	FBgn0051202	-
3R	29930551	29933057	Cog7	FBgn0051040	-
3R	29933287	29934587	CG42557	FBgn0260759	+
3R	29933287	29934587	CG42558	FBgn0260760	+
3R	29934582	29935888	eIF2Balpha	FBgn0039726	-
3R	29935978	29948207	Vps13B	FBgn0039727	+
3R	29950796	29969447	TkR99D	FBgn0004622	-
3R	29983426	29990785	CG7896	FBgn0039728	+
3R	29991144	29993411	Acph-1	FBgn0000032	-
3R	29993475	29995231	CG7903	FBgn0039730	-
3R	29995357	29997034	Sas-6	FBgn0039731	+
3R	29996961	29997676	CG15525	FBgn0039732	-
3R	29997900	29999755	CG11504	FBgn0039733	+
3R	29999795	30000403	CG34298	FBgn0085327	+
3R	30000530	30003678	Tace	FBgn0039734	+
3R	30003681	30004861	Nph	FBgn0039735	-
3R	30004785	30010352	Nlp	FBgn0016685	+
3R	30006034	30009189	CG7912	FBgn0039736	-
3R	30010476	30015284	CG7920	FBgn0039737	-
3R	30015513	30022221	Mgat2	FBgn0039738	-
3R	30022345	30022648	RpS28a	FBgn0039739	-
3R	30022842	30035311	Axn	FBgn0026597	+
3R	30026218	30026872	lncRNA:CR46111	FBgn0267780	+
3R	30034540	30034907	asRNA:CR44045	FBgn0264837	-
3R	30035240	30036870	ZIPIC	FBgn0039740	-
3R	30037003	30037730	ocn	FBgn0041102	-
3R	30037984	30038728	janB	FBgn0001281	-
3R	30038622	30039533	janA	FBgn0001280	-
3R	30039719	30043071	Sry-beta	FBgn0003511	+
3R	30039719	30043071	Sry-alpha	FBgn0003510	+
3R	30043341	30044886	Sry-delta	FBgn0003512	+
3R	30045229	30046161	RpL32	FBgn0002626	-
3R	30046470	30048665	CG7943	FBgn0039741	+
3R	30048635	30052112	CG15528	FBgn0039742	-
3R	30049293	30052211	asRNA:CR44046	FBgn0264838	+
3R	30052514	30054697	Jasper	FBgn0039743	+
3R	30054696	30056037	spn-A	FBgn0003479	-
3R	30055957	30056603	Rpp14b	FBgn0039744	+
3R	30056859	30058131	CG7950	FBgn0260468	+
3R	30056859	30058131	Rpp14a	FBgn0085346	+
3R	30058311	30121798	sima	FBgn0266411	+
3R	30106997	30107532	lncRNA:CR46112	FBgn0267781	+
3R	30122023	30123263	CG45072	FBgn0266442	-
3R	30123801	30124735	CG45073	FBgn0266443	-
3R	30125633	30129119	Ppi1	FBgn0051025	-
3R	30129279	30132395	CG31029	FBgn0051029	-
3R	30132981	30134599	Tpi	FBgn0086355	-
3R	30134856	30149606	AdoR	FBgn0039747	-
3R	30135008	30137581	asRNA:CR46082	FBgn0267751	+
3R	30152059	30153699	CG15529	FBgn0039748	+
3R	30153022	30160473	CG11498	FBgn0039749	-
3R	30164692	30166419	CG31030	FBgn0051030	-
3R	30166631	30171207	CG31028	FBgn0051028	-
3R	30171438	30174551	Mlc2	FBgn0002773	-
3R	30175786	30177700	CG1983	FBgn0039751	-
3R	30177877	30180178	CG15530	FBgn0039752	+
3R	30180232	30181486	Bet5	FBgn0260860	+
3R	30183845	30184398	lncRNA:CR44262	FBgn0265202	-
3R	30185423	30191252	CG9747	FBgn0039754	-
3R	30194790	30196228	CG15531	FBgn0039755	-
3R	30196360	30202998	CG9743	FBgn0039756	-
3R	30206447	30209020	RpS7	FBgn0039757	-
3R	30206783	30206926	snoRNA:Psi28S-2149	FBgn0086664	-
3R	30206976	30207112	snoRNA:Psi18S-1377e	FBgn0083047	-
3R	30207156	30207291	snoRNA:Psi18S-1377d	FBgn0083048	-
3R	30207322	30207458	snoRNA:Psi18S-1377c	FBgn0083049	-
3R	30207493	30207630	snoRNA:Psi18S-1377b	FBgn0083050	-
3R	30207745	30207883	snoRNA:Psi18S-1377a	FBgn0086665	-
3R	30207898	30208039	snoRNA:Psi28S-2626	FBgn0082983	-
3R	30209948	30210382	Anp	FBgn0000094	+
3R	30210874	30211273	CecA1	FBgn0000276	+
3R	30211527	30211753	Cec-Psi1	FBgn0000280	+
3R	30212156	30212568	CecA2	FBgn0000277	+
3R	30212903	30213142	Cec2	FBgn0000281	+
3R	30213315	30213797	CecB	FBgn0000278	-
3R	30216484	30216938	CecC	FBgn0000279	+
3R	30237094	30237734	CG43448	FBgn0263402	-
3R	30241268	30243312	CG9737	FBgn0039758	-
3R	30243978	30246703	CG9733	FBgn0039759	-
3R	30247964	30248043	tRNA:Leu-TAG-1-1	FBgn0051383	-
3R	30248616	30248695	tRNA:Leu-TAG-1-2	FBgn0051023	-
3R	30249583	30250661	CG34299	FBgn0085328	+
3R	30250928	30252830	CG9682	FBgn0039760	+
3R	30253182	30254097	CG18404	FBgn0039761	+
3R	30272762	30273555	lncRNA:CR46113	FBgn0267782	-
3R	30277932	30372382	hdc	FBgn0010113	+
3R	30305808	30306640	CG34300	FBgn0085329	-
3R	30357255	30358138	lncRNA:CR46114	FBgn0267783	-
3R	30385573	30388178	Fer1HCH	FBgn0015222	-
3R	30387804	30390584	Fer2LCH	FBgn0015221	+
3R	30404429	30404989	lncRNA:CR45570	FBgn0267130	+
3R	30418767	30422971	CG2217	FBgn0027544	-
3R	30418767	30422971	CG42740	FBgn0261704	-
3R	30423032	30423929	CG15535	FBgn0039764	-
3R	30423974	30424556	mRpS18C	FBgn0039765	+
3R	30424499	30425162	CG15536	FBgn0039766	-
3R	30425427	30428276	CG2218	FBgn0039767	-
3R	30428820	30431362	CG15533	FBgn0039768	+
3R	30432064	30435139	CG15534	FBgn0039769	+
3R	30435177	30443599	CG15537	FBgn0039770	-
3R	30444076	30445046	Osi23	FBgn0039771	-
3R	30445635	30455867	aralar1	FBgn0028646	-
3R	30456441	30459300	CG2224	FBgn0039773	-
3R	30459521	30465736	CDase	FBgn0039774	+
3R	30466050	30485799	PH4alphaEFB	FBgn0039776	+
3R	30476684	30478849	spdo	FBgn0260440	+
3R	30487016	30487928	Jon99Fii	FBgn0039777	-
3R	30488963	30489895	Jon99Fi	FBgn0039778	+
3R	30490074	30491987	PH4alphaSG2	FBgn0039779	+
3R	30491813	30496153	PH4alphaMP	FBgn0026190	-
3R	30496751	30500326	PH4alphaNE1	FBgn0039780	-
3R	30501124	30503506	CG31371	FBgn0051371	-
3R	30503665	30505661	PH4alphaSG1	FBgn0051014	-
3R	30505987	30507977	CG15539	FBgn0039782	+
3R	30506829	30506887	mir-4908	FBgn0263527	+
3R	30508023	30510146	CG34041	FBgn0054041	+
3R	30510083	30512214	PH4alphaNE2	FBgn0039783	-
3R	30512325	30514355	CG31524	FBgn0051524	-
3R	30514777	30516980	CG9698	FBgn0039784	+
3R	30517059	30527037	jdp	FBgn0027654	-
3R	30528280	30531861	lncRNA:CR45552	FBgn0267112	-
3R	30530355	30532377	lncRNA:CR45553	FBgn0267113	+
3R	30532607	30578905	tmod	FBgn0082582	+
3R	30554554	30560199	CG34155	FBgn0083991	-
3R	30579429	30582117	CG9702	FBgn0039787	+
3R	30582198	30583697	Rpt6R	FBgn0039788	-
3R	30584020	30587302	CG9717	FBgn0039789	-
3R	30592971	30601489	CG2246	FBgn0039790	-
3R	30597004	30599296	CG31019	FBgn0051019	+
3R	30602206	30604041	CG31021	FBgn0051021	+
3R	30604181	30606144	PH4alphaNE3	FBgn0051017	+
3R	30606189	30610456	CG31016	FBgn0051016	+
3R	30612028	30615478	lncRNA:CR45571	FBgn0267131	+
3R	30618626	30621906	CG44954	FBgn0266259	-
3R	30624829	30625592	lncRNA:CR44136	FBgn0264985	-
3R	30627241	30629028	CG2267	FBgn0039792	-
3R	30630387	30631430	lncRNA:CR46236	FBgn0267956	+
3R	30643767	30645880	CG31013	FBgn0051013	-
3R	30646106	30648551	PH4alphaPV	FBgn0051015	-
3R	30649151	30649873	CG34432	FBgn0085461	+
3R	30649961	30650858	CG34433	FBgn0085462	+
3R	30664778	30666142	lncRNA:CR45191	FBgn0266701	+
3R	30690642	30692768	Spn100A	FBgn0039795	+
3R	30693572	30695498	CG12069	FBgn0039796	-
3R	30695537	30697138	Pka-C2	FBgn0000274	-
3R	30697380	30704118	lncRNA:CR46115	FBgn0283501	+
3R	30704762	30706121	CG31010	FBgn0051010	-
3R	30715125	30716848	lncRNA:CR46219	FBgn0267939	+
3R	30726087	30728052	eIF4H2	FBgn0039797	+
3R	30729837	30731165	CG11313	FBgn0039798	-
3R	30742880	30744474	CG15543	FBgn0039799	+
3R	30744605	30745263	Npc2g	FBgn0039800	-
3R	30745479	30746290	Npc2h	FBgn0039801	-
3R	30746685	30747172	lncRNA:CR43238	FBgn0262883	-
3R	30765926	30789202	zfh1	FBgn0004606	+
3R	30781178	30783645	asRNA:CR45189	FBgn0266699	-
3R	30789625	30806619	wts	FBgn0011739	-
3R	30791636	30791696	mir-1013	FBgn0262444	-
3R	30807117	30807978	dj-1beta	FBgn0039802	+
3R	30808617	30827005	cindr	FBgn0027598	+
3R	30827819	30842034	CG15544	FBgn0039804	+
3R	30852315	30854400	tll	FBgn0003720	+
3R	30867521	30869184	Cpr100A	FBgn0039805	+
3R	30870939	30872351	CG15545	FBgn0039806	-
3R	30874365	30876186	CG15546	FBgn0039807	-
3R	30877084	30881027	CG12071	FBgn0039808	-
3R	30881792	30883503	CG15547	FBgn0039809	-
3R	30883464	30889062	Sap-r	FBgn0000416	-
3R	30894038	30900688	Cyp4c3	FBgn0015032	+
3R	30900718	30902161	CG33483	FBgn0053483	-
3R	30904968	30905532	lncRNA:CR46220	FBgn0267940	-
3R	30912754	30930682	Ptx1	FBgn0020912	+
3R	30921682	30922383	lncRNA:CR44041	FBgn0264833	+
3R	30935396	30936507	CG15549	FBgn0039810	-
3R	30936589	30937102	CG15550	FBgn0039811	-
3R	30959700	30962307	CG15548	FBgn0039812	+
3R	30963290	30964320	Ctr1C	FBgn0062411	-
3R	30968236	31016875	5-HT7	FBgn0004573	-
3R	30984809	30985135	lncRNA:CR46116	FBgn0267785	+
3R	30989478	30990006	CG31008	FBgn0051008	-
3R	30991700	30992457	CG31007	FBgn0051007	-
3R	30992803	30993615	lncRNA:CR46117	FBgn0267786	-
3R	31035346	31036124	CG33773	FBgn0053773	+
3R	31039374	31046821	CanA1	FBgn0010015	+
3R	31044391	31045105	CG33920	FBgn0053920	-
3R	31045295	31045561	CR46406	FBgn0286884	-
3R	31048929	31052540	Alp4	FBgn0016123	+
3R	31051098	31051203	mir-4948	FBgn0263562	-
3R	31052616	31053915	Chchd3	FBgn0010808	-
3R	31054085	31061210	dco	FBgn0002413	-
3R	31065253	31083407	Sox100B	FBgn0024288	+
3R	31090712	31097321	CG11317	FBgn0039816	-
3R	31098868	31101169	CG15553	FBgn0039817	-
3R	31106362	31109191	CG11318	FBgn0039818	-
3R	31122527	31123415	Prosalpha3T	FBgn0261395	-
3R	31126149	31127335	CG15554	FBgn0039820	+
3R	31127965	31130666	CG15556	FBgn0039821	-
3R	31131542	31132033	lncRNA:CR46207	FBgn0267926	+
3R	31132330	31133050	lncRNA:CR43458	FBgn0263412	+
3R	31134392	31178278	Gycbeta100B	FBgn0013973	+
3R	31158156	31169106	stops	FBgn0086704	-
3R	31178389	31195762	mesh	FBgn0051004	-
3R	31193362	31194389	bnk	FBgn0004389	+
3R	31196916	31203722	CG1544	FBgn0039827	+
3R	31204180	31210730	chp	FBgn0267435	-
3R	31210966	31213376	Zwilch	FBgn0061476	-
3R	31213458	31214784	CG1542	FBgn0039828	+
3R	31214776	31215942	CG15561	FBgn0039829	-
3R	31216145	31219630	ATPsynC	FBgn0039830	-
3R	31217364	31217662	RNaseP:RNA	FBgn0046696	-
3R	31219274	31219372	mir-4949	FBgn0263544	-
3R	31220702	31231259	CG12054	FBgn0039831	+
3R	31231685	31232336	CG15563	FBgn0039832	-
3R	31232415	31235362	CG15564	FBgn0039833	-
3R	31236035	31252608	qless	FBgn0051005	-
3R	31252872	31253686	mRpL32	FBgn0039835	+
3R	31253659	31254900	CG1750	FBgn0039836	-
3R	31255127	31256659	spn-F	FBgn0086362	+
3R	31257599	31260049	CAH6	FBgn0039838	+
3R	31260247	31261667	CAH16	FBgn0040628	+
3R	31262598	31263878	CAH5	FBgn0040629	+
3R	31265730	31268511	ppk24	FBgn0039839	+
3R	31300918	31305384	pHCl-2	FBgn0039840	-
3R	31311157	31371748	CG34347	FBgn0085376	+
3R	31345139	31345746	lncRNA:CR46118	FBgn0267787	+
3R	31372427	31374198	gskt	FBgn0046332	+
3R	31382109	31391893	CG1607	FBgn0039844	+
3R	31391894	31393527	CG31204	FBgn0051204	-
3R	31393582	31395304	Ugt35D1	FBgn0051002	-
3R	31395660	31402013	Gcn2	FBgn0019990	+
3R	31401560	31405452	PNPase	FBgn0039846	-
3R	31405245	31457873	Gprk2	FBgn0261988	+
3R	31458380	31459869	Loxl1	FBgn0039848	-
3R	31459822	31463037	CG11334	FBgn0039849	-
3R	31463301	31464134	CG11333	FBgn0039850	+
3R	31469103	31469978	lncRNA:CR45554	FBgn0267114	+
3R	31473041	31473738	lncRNA:CR45555	FBgn0267115	+
3R	31491078	31492678	lncRNA:CR45572	FBgn0267132	+
3R	31499235	31506992	mey	FBgn0039851	+
3R	31519878	31523278	lncRNA:CR45573	FBgn0267133	-
3R	31543032	31566165	nyo	FBgn0039852	+
3R	31568103	31569097	lncRNA:CR46120	FBgn0267789	+
3R	31570983	31571281	lncRNA:CR46119	FBgn0267788	-
3R	31572143	31575707	gammaCOP	FBgn0028968	+
3R	31575835	31580699	pygo	FBgn0043900	-
3R	31580951	31588244	rod	FBgn0003268	+
3R	31588279	31590411	asRNA:CR45190	FBgn0266700	-
3R	31588673	31590392	CG1635	FBgn0039854	+
3R	31590581	31592316	CG1638	FBgn0039855	+
3R	31592803	31594719	CG1774	FBgn0039856	+
3R	31594792	31596204	RpL6	FBgn0039857	-
3R	31596642	31612664	CycG	FBgn0039858	-
3R	31611046	31615375	Med	FBgn0011655	+
3R	31615284	31616160	CG11539	FBgn0039859	-
3R	31616303	31617837	CG1792	FBgn0039860	+
3R	31617977	31622217	pasha	FBgn0039861	+
3R	31622136	31664646	kek6	FBgn0039862	+
3R	31669465	31677971	CG1815	FBgn0039863	+
3R	31678147	31679880	CG11550	FBgn0039864	-
3R	31680596	31681019	lncRNA:CR44091	FBgn0264900	-
3R	31687978	31688526	lncRNA:CR45564	FBgn0267124	-
3R	31689128	31689878	lncRNA:CR45565	FBgn0267125	-
3R	31704781	31705498	lncRNA:CR45052	FBgn0266412	-
3R	31707870	31708340	CG42693	FBgn0261583	-
3R	31709275	31709788	lncRNA:CR34046	FBgn0054046	+
3R	31713867	31735392	ttk	FBgn0003870	+
3R	31735503	31736963	CstF50	FBgn0039867	-
3R	31737035	31737999	CG11563	FBgn0039868	+
3R	31738468	31743306	eEF1alpha2	FBgn0000557	+
3R	31743490	31744248	CG1890	FBgn0039869	+
3R	31744282	31745178	CG1896	FBgn0039870	+
3R	31745172	31746077	awd	FBgn0000150	-
3R	31746445	31747558	nero	FBgn0261479	-
3R	31747643	31751894	CG1910	FBgn0022349	+
3R	31751825	31754705	salt	FBgn0039872	-
3R	31753524	31753591	mir-1014	FBgn0262384	-
3R	31755356	31758637	CG2187	FBgn0017448	-
3R	31758710	31759360	lncRNA:CR44263	FBgn0265203	+
3R	31759404	31761579	Smvt	FBgn0039873	-
3R	31763304	31764772	CG2150	FBgn0003065	-
3R	31767124	31767790	lncRNA:CR43436	FBgn0263384	-
3R	31767973	31769423	asRNA:CR33945	FBgn0046756	+
3R	31769293	31771848	betaGlu	FBgn0270927	-
3R	31772219	31775163	sip3	FBgn0039875	+
3R	31775049	31776652	CG2126	FBgn0039876	-
3R	31777020	31790681	faf	FBgn0005632	+
3R	31790592	31793907	Mccc1	FBgn0039877	-
3R	31793981	31799799	Acf	FBgn0027620	+
3R	31799634	31805278	CG42233	FBgn0250755	-
3R	31800963	31802774	Ir100a	FBgn0039879	+
3R	31805468	31806769	CG1971	FBgn0039881	+
3R	31806867	31810186	Rift	FBgn0039882	-
3R	31810460	31812296	FeCH	FBgn0266268	-
3R	31812609	31846570	RhoGAP100F	FBgn0039883	+
3R	31846987	32015520	heph	FBgn0011224	-
3R	31978121	31990909	CG2003	FBgn0039886	+
3R	32012648	32013408	lncRNA:CR45556	FBgn0267116	+
3R	32023064	32023483	CR46418	FBgn0286918	+
3R	32038330	32039753	CG2053	FBgn0039887	+
3R	32045314	32051993	krz	FBgn0040206	-
3R	32052060	32054974	mod	FBgn0002780	+
3R	32055279	32068441	Map205	FBgn0002645	-
4	879	5039	JYalpha	FBgn0267363	+
4	5829	11765	CR32011	FBgn0052011	-
4	12640	25054	CR32010	FBgn0052010	-
4	27020	31633	CR32009	FBgn0052009	-
4	32478	43778	PlexB	FBgn0025740	-
4	42774	43374	asRNA:CR45124	FBgn0266617	+
4	44774	46074	lncRNA:CR44440	FBgn0265633	+
4	47710	57041	ci	FBgn0004859	-
4	56497	63124	asRNA:CR43957	FBgn0264617	+
4	65225	67207	RpS3A	FBgn0017545	-
4	65577	65645	snoRNA:CD-24	FBgn0263851	-
4	69326	114270	pan	FBgn0085432	+
4	115074	129849	Ank	FBgn0011747	-
4	132220	143123	anne	FBgn0052000	+
4	132674	132874	lncRNA:CR43956	FBgn0264616	-
4	150764	153538	CG32006	FBgn0052006	+
4	154654	156060	CG31997	FBgn0051997	-
4	157575	175639	CG33978	FBgn0053978	-
4	175455	175874	asRNA:CR45198	FBgn0266725	+
4	177348	179389	Arl4	FBgn0039889	-
4	180529	182098	lncRNA:CR46488	FBgn0287619	-
4	184076	193829	ABCD	FBgn0039890	-
4	194732	195900	lncRNA:CR44441	FBgn0265634	+
4	196675	205945	CG31998	FBgn0051998	-
4	210224	213165	Crk	FBgn0024811	+
4	215009	227748	CG31999	FBgn0051999	-
4	215957	216263	CR46405	FBgn0286883	+
4	227922	230428	yellow-h	FBgn0039896	+
4	228576	229112	asRNA:CR46065	FBgn0267734	-
4	230730	245903	CG1674	FBgn0039897	+
4	247124	253329	dpr7	FBgn0053481	-
4	254997	265574	RhoGAP102A	FBgn0259216	+
4	268175	276369	NfI	FBgn0042696	-
4	276523	278174	lncRNA:CR44023	FBgn0264793	+
4	278685	306481	Syt7	FBgn0039900	-
4	308093	310822	Rad23	FBgn0026777	+
4	310930	314087	Zip102B	FBgn0039902	-
4	314923	331387	CG32850	FBgn0052850	+
4	328193	358917	PMCA	FBgn0259214	-
4	359938	375554	Hcf	FBgn0039904	+
4	375640	395605	dati	FBgn0262636	-
4	380724	381275	lncRNA:CR45125	FBgn0266618	+
4	395396	395954	asRNA:CR44027	FBgn0264819	+
4	400703	400765	mir-9385	FBgn0283557	-
4	426067	426601	lncRNA:CR43437	FBgn0263385	+
4	427331	431769	lncRNA:CR44024	FBgn0264794	+
4	436957	443911	lgs	FBgn0039907	-
4	445504	453947	CaMKI	FBgn0016126	+
4	459768	461413	asRNA:CR45126	FBgn0266619	+
4	459887	466828	bip2	FBgn0026262	-
4	467497	471476	CG33941	FBgn0262731	+
4	469409	488994	Asator	FBgn0039908	-
4	501810	540874	zfh2	FBgn0004607	+
4	538332	557854	Thd1	FBgn0026869	-
4	557025	557854	lncRNA:CR43958	FBgn0264618	-
4	558016	567257	Pur-alpha	FBgn0022361	+
4	568296	571554	ND-49	FBgn0039909	-
4	571755	580122	Ephrin	FBgn0040324	+
4	583108	589348	CG1909	FBgn0039911	+
4	597624	598274	lncRNA:CR45199	FBgn0266726	-
4	598555	607649	onecut	FBgn0028996	-
4	610684	622470	Eph	FBgn0025936	+
4	623219	626031	mav	FBgn0039914	-
4	626126	626212	mir-954	FBgn0262302	+
4	629691	635350	Gat	FBgn0039915	+
4	636131	646556	Ekar	FBgn0039916	-
4	637333	637787	CR44028	FBgn0264820	+
4	649041	660608	gw	FBgn0051992	-
4	661009	663124	CG46466	FBgn0287597	-
4	663621	669884	Slip1	FBgn0024728	+
4	671142	690650	CG11360	FBgn0039920	+
4	690686	696055	myo	FBgn0026199	-
4	697689	721173	ey	FBgn0005558	+
4	724400	776474	bt	FBgn0005666	+
4	776475	777146	lncRNA:CR45200	FBgn0266727	-
4	778516	788978	MED26	FBgn0039923	-
4	800436	834393	Sox102F	FBgn0039938	-
4	836986	844529	fd102C	FBgn0039937	-
4	843274	843973	CR33797	FBgn0053797	+
4	851174	851624	lncRNA:CR45123	FBgn0266616	+
4	853557	867025	Gyf	FBgn0039936	-
4	867824	871426	asRNA:CR43425	FBgn0263344	+
4	867824	912331	unc-13	FBgn0025726	-
4	879374	884752	asRNA:CR44029	FBgn0264821	+
4	905179	907924	CR43361	FBgn0263093	+
4	915297	930715	eIF4G1	FBgn0023213	-
4	936819	949441	mGluR	FBgn0019985	+
4	951542	958392	4E-T	FBgn0052016	-
4	959224	959434	lncRNA:CR45201	FBgn0266728	-
4	959675	962692	asRNA:CR44030	FBgn0264822	+
4	962341	978489	fuss	FBgn0039932	-
4	975168	977261	lncRNA:sphinx	FBgn0083990	+
4	989725	1007922	toy	FBgn0019650	+
4	1009895	1027101	PlexA	FBgn0025741	-
4	1027863	1029359	asRNA:CR44031	FBgn0264823	+
4	1028675	1029361	CG11077	FBgn0039930	-
4	1029711	1031757	CG11076	FBgn0039929	-
4	1031484	1034917	ATPsynbeta	FBgn0010217	+
4	1035288	1053703	CaMKII	FBgn0264607	-
4	1057365	1065001	Zyx	FBgn0011642	-
4	1060969	1077273	apolpp	FBgn0087002	+
4	1077331	1084796	Actbeta	FBgn0024913	-
4	1088798	1113317	sv	FBgn0005561	+
4	1112874	1123357	Cals	FBgn0039928	-
4	1124167	1125325	Arf102F	FBgn0013749	+
4	1126602	1137919	CG11155	FBgn0039927	+
4	1137830	1162158	CG32017	FBgn0052017	-
4	1147466	1169239	Kif3C	FBgn0039925	+
4	1172469	1181628	pho	FBgn0002521	-
4	1185768	1192985	CG33521	FBgn0250819	+
4	1192419	1196848	PIP4K	FBgn0039924	-
4	1198852	1224467	Mitf	FBgn0263112	+
4	1225089	1230713	Dyrk3	FBgn0027101	-
4	1230837	1271759	Cadps	FBgn0053653	+
X	122493	122706	lncRNA:CR40469	FBgn0058469	+
X	124370	126714	CG17636	FBgn0025837	-
X	127449	140340	RhoGAP1A	FBgn0025836	+
X	133385	133502	mir-4915	FBgn0263567	+
X	140318	200663	tyn	FBgn0284435	+
X	140722	142197	lncRNA:CR45473	FBgn0267029	-
X	142731	148426	CG17707	FBgn0025835	-
X	151691	152279	lncRNA:CR43863	FBgn0264445	-
X	243954	245856	CG3038	FBgn0040373	-
X	245978	254650	G9a	FBgn0040372	+
X	254876	255524	CG42376	FBgn0259722	+
X	255674	258469	cin	FBgn0000316	+
X	258335	263999	CG13377	FBgn0261446	-
X	258465	267253	asRNA:CR43906	FBgn0264507	+
X	265724	267028	CG13376	FBgn0029518	-
X	268509	279718	ewg	FBgn0005427	-
X	279703	350504	CG3777	FBgn0024989	+
X	280172	280269	mir-980	FBgn0262266	-
X	283186	294962	CG13375	FBgn0040370	-
X	307684	308935	CG12470	FBgn0040371	+
X	315123	316566	Or1a	FBgn0029521	+
X	316576	470726	CG32816	FBgn0052816	-
X	350566	351133	CG43181	FBgn0262810	+
X	353067	353317	CG43182	FBgn0262811	+
X	356509	361245	y	FBgn0004034	+
X	362399	367072	lncRNA:yar	FBgn0266568	+
X	370031	370947	ac	FBgn0000022	+
X	376987	377642	lncRNA:CR44751	FBgn0265964	+
X	385558	386274	lncRNA:CR44752	FBgn0265965	+
X	391835	393227	lncRNA:CR44753	FBgn0265966	-
X	396060	397497	sc	FBgn0004170	+
X	409721	410817	l(1)sc	FBgn0002561	+
X	436139	437448	Pgcl	FBgn0011822	-
X	460747	463176	ase	FBgn0000137	+
X	467057	469335	Cyp4g1	FBgn0010019	-
X	471019	476579	ebo	FBgn0266572	-
X	476857	479309	CR18275	FBgn0029523	-
X	476984	478191	CG13373	FBgn0029522	+
X	479066	480166	CG32817	FBgn0052817	+
X	479864	481826	CR18166	FBgn0029526	-
X	481862	482768	CG3176	FBgn0029524	+
X	482777	487581	CG18273	FBgn0029525	-
X	487878	490725	CG3156	FBgn0023536	+
X	487898	488333	asRNA:CR45797	FBgn0267447	-
X	490787	493495	CG17896	FBgn0023537	-
X	494614	496369	CG17778	FBgn0023534	+
X	496446	509072	svr	FBgn0004648	+
X	496597	497374	asRNA:CR44891	FBgn0266196	-
X	498097	499456	asRNA:CR44892	FBgn0266197	-
X	509235	523226	elav	FBgn0260400	-
X	509435	528028	arg	FBgn0023535	+
X	513106	523226	lncRNA:enrr	FBgn0286870	-
X	527941	530291	CG4293	FBgn0024983	-
X	530501	579044	Appl	FBgn0000108	+
X	569903	570003	mir-4960	FBgn0263534	+
X	582121	598151	vnd	FBgn0261930	+
X	585081	620195	CG13366	FBgn0025633	-
X	620282	620729	lncRNA:CR45474	FBgn0267030	+
X	620421	620597	CR46417	FBgn0286917	-
X	620717	621215	CG13365	FBgn0029529	-
X	621530	623051	Vsp37A	FBgn0016038	+
X	623468	624765	CG13369	FBgn0025640	+
X	624757	625203	CG13364	FBgn0026879	-
X	625247	625661	lncRNA:CR45475	FBgn0267031	+
X	625542	628016	CG17829	FBgn0025635	+
X	628338	629483	RpL36	FBgn0002579	-
X	629773	633633	Mybbp1A	FBgn0001341	+
X	633622	635545	Dredd	FBgn0020381	-
X	633691	633751	mir-9372	FBgn0283549	-
X	635890	643760	su(sable)	FBgn0003575	+
X	644226	644616	CR44839	FBgn0266102	+
X	644761	646386	CG13367	FBgn0025634	+
X	647304	648597	Roc1a	FBgn0025638	+
X	648483	656033	Hmt4-20	FBgn0025639	-
X	656114	657899	SkpA	FBgn0025637	+
X	680346	680773	CR46419	FBgn0286919	-
X	686834	749496	sdk	FBgn0021764	+
X	749241	751301	CG13362	FBgn0029531	-
X	750347	758719	CG5254	FBgn0040383	+
X	752011	753653	CG13361	FBgn0029532	-
X	759594	761939	CG5273	FBgn0040382	+
X	761976	762500	lncRNA:CR44965	FBgn0266280	+
X	762560	765130	RpL22	FBgn0015288	-
X	762615	763810	lncRNA:CR42491	FBgn0259993	-
X	763083	763234	snoRNA:Psi18S-531	FBgn0083027	-
X	763942	764086	snoRNA:Psi28S-2179	FBgn0086666	-
X	765288	766100	lncRNA:CR44966	FBgn0266281	+
X	769945	784222	fz3	FBgn0027343	+
X	784746	788215	tw	FBgn0086368	+
X	787855	790089	CG13360	FBgn0025620	-
X	790284	790566	lncRNA:CR44469	FBgn0265662	-
X	793147	797061	CG16989	FBgn0025621	+
X	797090	801479	Rbf	FBgn0015799	-
X	801669	803470	CG13359	FBgn0025616	-
X	803424	804921	CG13358	FBgn0026874	-
X	806076	808200	Sec22	FBgn0260855	+
X	808217	927975	CG43867	FBgn0264449	-
X	844823	845297	CG14635	FBgn0029535	+
X	846171	847157	CG3713	FBgn0040343	-
X	862608	863200	CG14634	FBgn0040892	+
X	875732	876612	CG11664	FBgn0040341	+
X	894482	895200	CG11663	FBgn0029539	+
X	922889	927582	Lztr1	FBgn0040344	-
X	928139	928860	MED22	FBgn0040339	+
X	928798	930098	CG3708	FBgn0040345	-
X	930931	932475	CG3706	FBgn0040342	-
X	932466	939424	CG32815	FBgn0052815	+
X	935232	937822	TRAM	FBgn0040340	+
X	939170	940805	CG3704	FBgn0040346	-
X	941075	943229	mus81	FBgn0040347	+
X	942474	945773	CG3703	FBgn0040348	-
X	946662	947500	CG3699	FBgn0040349	-
X	948585	951900	CG3690	FBgn0040350	-
X	968496	968741	lncRNA:CR45476	FBgn0267032	-
X	990518	991184	CG18823	FBgn0042146	+
